Associated Gene Name	RefSeq Predicted Protein ID [e.g. XP_001720922]
TRGV2	
OR2AG2	XP_011518360
OR2AG2	XP_011518361
OR2AG2	XP_011518362
OR2AG2	XP_011518363
OR2AG2	XP_011518364
ADAM9	
OSCAR	XP_011545812
OSCAR	
LYRM9	
NLRP7	XP_011546064
NLRP7	XP_011546065
NLRP7	XP_011546066
NLRP7	XP_011546067
NLRP7	XP_011546068
NLRP7	XP_006725827
NLRP7	XP_006725828
TNK1	XP_011522348
TNK1	XP_011522349
TNK1	XP_011522350
TNK1	XP_011522347
NLRP7	XP_011546069
ZNF718	XP_011511726
OR2H1	XP_011545512
CT47A5	
OR2H1	XP_011545522
OR2H1	XP_011545519
OR2H1	XP_011545507
OR2H1	XP_011545511
OR2H1	XP_011545518
OR2H1	XP_011545520
OR2H1	XP_011545508
OR2H1	XP_011545515
OR2H1	XP_011545513
OR2H1	XP_011545510
OR2H1	XP_011545509
OR2H1	XP_011545516
OR2H1	XP_011545517
AKAP17A	
FRMPD3	XP_011529358
FRMPD3	XP_011529359
FRMPD3	XP_011529360
FRMPD3	XP_006724772
OSCAR	XP_011545813
LYRM9	XP_011522794
DKKL1	XP_011525031
PSMG4	XP_011512896
ZNF714	
OR2H1	XP_011545523
OR2H1	XP_011545514
OR2H1	XP_011545521
OTOP1	
NSMCE4A	XP_005269987
NSMCE4A	XP_005269986
NSMCE4A	XP_011538212
TNK1	
FTMT	
SERPINA10	XP_006725227
RNF103-CHMP3	
OR2H1	
SERPINA10	XP_006725226
AL356289.1	
ZFP69B	XP_005271195
ZFP69B	XP_005271196
GAL3ST4	
TARM1	XP_011547012
TARM1	XP_011545420
TARM1	XP_011545831
TARM1	XP_011546082
TARM1	XP_011546282
TARM1	XP_011546461
TARM1	XP_011546653
TARM1	XP_011546865
TARM1	XP_011546918
TRGC2	
PRSS1	
FGF17	
ZNF337	
TFPT	XP_011545827
MX1	XP_011527870
AQP2	
MYDGF	
MX1	
AC011043.1	XP_006723977
AC011043.1	XP_006723978
AC011043.1	XP_006723980
AC011043.1	XP_011544385
AC011043.1	XP_011544386
AC011043.1	XP_006723979
AC011043.1	XP_011544387
AC011043.1	XP_006723985
AC011043.1	XP_006723986
AC011043.1	XP_006723988
AC011043.1	XP_011544393
AC011043.1	XP_011544394
AC011043.1	XP_006723987
AC011043.1	XP_011544395
AC011043.1	XP_006723996
AC011043.1	XP_006723997
AC011043.1	XP_006723999
AC011043.1	XP_011544404
AC011043.1	XP_011544405
AC011043.1	XP_006723998
AC011043.1	XP_011544406
AC011043.1	XP_006724001
AC011043.1	XP_006724002
AC011043.1	XP_006724004
AC011043.1	XP_011544407
AC011043.1	XP_011544408
AC011043.1	XP_006724003
AC011043.1	XP_011544409
AC011043.1	XP_006724006
AC011043.1	XP_006724007
AC011043.1	XP_011544411
AC011043.1	XP_005272975
AC011043.1	XP_011542309
KIR2DL2	
COX8A	
MOAP1	
MX1	XP_005261036
MX1	XP_005261037
MX1	XP_005261038
MX1	XP_005261039
MX1	XP_005261035
AC118758.1	
ZFP69B	XP_005271193
ZFP69B	XP_005271194
AWAT1	
VCY1B	
ZNF337	XP_006723621
ZNF337	XP_011527521
ARHGAP42	
BX004987.4	
CCT3	
KDM4E	
ZFP69B	
AC233755.2	
DGCR14	XP_005261339
DGCR14	XP_006724393
DGCR14	XP_006724392
DGCR14	XP_006724394
WDR97	
AC004824.2	
AC004953.1	
TMEM14EP	
DKKL1	XP_011525026
DKKL1	XP_006723205
DKKL1	XP_011525027
DKKL1	XP_011525028
DKKL1	XP_006723206
AP006285.1	
ZBED6	
KIAA1147	
CTD-2583A14.9	
ATP10B	XP_011532774
ATP10B	XP_011532773
ATP10B	XP_011532771
ATP10B	XP_011532772
ATP10B	XP_006714896
ATP10B	XP_011532770
PAQR7	XP_011539163
PAQR7	XP_011539164
PAQR7	XP_005245802
PAQR7	XP_005245803
AC145212.4	XP_011544569
RP11-178L8.4	
LIMS3L	
DGCR14	XP_011528704
DGCR14	XP_011528705
DGCR14	XP_011528706
TCEA1	XP_006716530
TCEA1	XP_011515881
ATP10B	
TSPAN11	
LIMS3L	XP_005264003
LIMS3L	XP_005263620
CNGB1	XP_006721197
SIAH1	
AL022578.1	
ARHGAP42	XP_011540917
ARHGAP42	XP_011540918
ARHGAP42	XP_011540919
CNGB1	
AL591806.1	
MX1	XP_011527871
HPX	XP_005252940
AP5Z1	
CST6	
SLC37A3	XP_011514928
AC171558.2	
VSIG10L	
PRKCE	XP_011531272
PRKCE	XP_011531273
PRKCE	XP_011531274
PRKCE	XP_011531275
PRKCE	XP_011531276
PRKCE	XP_011531277
PRKCE	XP_011531278
PRKCE	XP_011531279
PRKCE	XP_011531280
PRKCE	XP_011531281
PRKCE	XP_011531282
PRKCE	XP_011531283
PRKCE	XP_005264485
C10orf55	
VSTM1	XP_011546073
VSTM1	XP_011546075
HIST1H2AC	
VSTM1	
TREML1	
AL354822.1	
PLK3	
C1orf189	
DAMA-236L13.20	
AC129492.1	
AC009060.3	
AL513523.1	
HIST1H1T	
PWWP2A	
CRISP3	
SRRD	
AJ239318.1	
GSR	
CBX6	XP_011528326
EHD2	
UBE3D	XP_011534541
UBE3D	XP_011534542
UBE3D	XP_011534543
UBE3D	XP_011534540
UBE3D	XP_011534544
EFCC1	XP_005247838
TCEA1	XP_011515880
CU104787.1	
FLRT1	XP_005273918
FLRT1	XP_011543184
FLRT1	XP_011543185
RPL15	
IL18BP	
AC006026.2	
TSEN34	XP_005278347
TSEN34	XP_011546293
TSEN34	XP_011546292
AL513523.2	
SIAH1	XP_006721309
SIAH1	XP_011521581
TGM2	XP_011527330
TGM2	XP_011527331
MBOAT7	XP_011546294
ITLN2	XP_011507513
ITLN2	XP_011507512
CDKN2AIP	
NSMCE4A	XP_005269985
IYD	XP_006715541
NDUFA3	
CBX6	
CR753845.1	
TSEN34	
IYD	
AUNIP	
IL18BP	XP_006718469
IL18BP	XP_011543018
CDKN2AIP	XP_005263175
AC104057.1	
RPL15	XP_011532288
AC090498.1	
UBE3D	
RP11-723O4.6	
TSPAN11	XP_011518983
TSPAN11	XP_011518982
HLA-DOA	
AC234582.2	
ZNF582	
TCEA1	
CHRNA3	XP_011519475
G6PC	
AC016753.2	
SNX3	
AC233755.1	
TIPRL	
AC079907.1	
PRPF31	
CHRNA3	
AC022210.1	
FP325317.1	
IL18BP	XP_006718471
IL18BP	XP_006718473
RBM11	XP_005261053
RBM11	XP_005261054
RBM11	XP_005261055
CD300E	
CNEP1R1	
ZNF582	XP_006723107
HLA-DOA	XP_006725878
DCAF12	XP_006716815
SCAP	
PRPF31	XP_011546070
NPC1	
PARP15	XP_011510777
PARP15	XP_011510778
PARP15	XP_005247216
PARP15	XP_005247217
DCAF12	
PIANP	XP_011519228
AC011043.2	
PARP15	XP_011510779
PARP15	XP_005247218
CASP4	
AC026248.1	
AC079355.1	XP_011513979
MST1	
CAB39	
MDC1	XP_005272966
MDC1	XP_005272967
MDC1	XP_011545639
MDC1	XP_005272971
MDC1	XP_005272972
MDC1	XP_011545636
MDC1	XP_011545638
MDC1	XP_005272968
MDC1	XP_011545637
PIANP	XP_006719033
LELP1	
TSEN34	XP_011546472
TSEN34	XP_011546471
AC019206.1	
AC007163.2	
TGM2	
CR847794.1	
MDC1	
IL18BP	XP_011543019
TCEAL2	
CILP	
AC016142.1	
FBXO31	
PVR	
AC012314.3	XP_005277372
AC012314.3	XP_006726028
PIANP	
PVR	XP_005259177
AC104650.2	
AC012314.3	
BVES	
AP000769.1	
CASP4	XP_011541321
PARP15	XP_011510780
PARP15	XP_011510781
PARP15	XP_006713581
AC055866.1	
XPNPEP2	
BVES	XP_011533700
HPX	
DXO	XP_006726141
C5orf52	XP_011532718
AC087762.1	
AL592183.1	
ZBTB2	XP_005267133
ZBTB2	XP_011534306
HS3ST6	
AC007325.2	XP_006724998
MTX1	
AC104389.2	
CR392000.1	
AC007325.2	
HRNR	
CFD	
HDGFL1	
KIAA1257	
PLAU	
TFPT	XP_011546078
OR5M3	
VPRBP	XP_011532582
VPRBP	XP_006713491
VPRBP	XP_011532580
VPRBP	XP_011532581
VPRBP	XP_011532575
VPRBP	XP_005276810
VPRBP	XP_011532579
VPRBP	XP_011532577
VPRBP	XP_005276812
VPRBP	XP_011532578
VPRBP	XP_011532576
MSANTD4	XP_005271756
MSANTD4	XP_011541324
MSANTD4	XP_005271758
MSANTD4	XP_005271754
MSANTD4	XP_005271755
INIP	XP_006717271
AC104581.1	
CH507-9B2.4	
AC107081.1	
MACROD1	XP_005273996
MACROD1	XP_011543272
KIF3C	
TRIM49B	
MSANTD4	
VPRBP	
CH17-60O17.5	
DAXX	
AC073657.1	
AL137860.1	
AL133475.1	
C2CD4A	
RNF5	
TFPT	XP_011546456
AC069499.1	
AC008522.1	
INIP	
AC091180.1	
S100A7A	XP_006711350
AC240274.1	
ENTPD4	
OSCAR	XP_011545404
S100A7A	
TMC4	
AC064829.1	
TFPT	XP_011546279
AL158839.1	
RBM24	
AC109344.1	
TERF2	XP_005256178
TERF2	XP_005256179
TERF2	XP_005256180
RBM24	XP_005248989
AC108925.1	
TERF2	
TFPT	XP_011546914
KIF3C	XP_005264356
AC136616.1	
OSCAR	XP_011545405
CELA3A	
METTL7B	
MST1	XP_011532032
MST1	XP_011532033
MST1	XP_011532034
MST1	XP_011532035
MST1	XP_006713229
COG5	
RBM24	XP_011512689
TCERG1	XP_005268422
TCERG1	XP_011535848
TCERG1	XP_011535847
TCERG1	XP_011535850
PDE6B	
VSTM1	XP_011545414
PRPF31	XP_011546273
POLR2G	
NCBP3	XP_005256774
NCBP3	XP_006721619
VSTM1	XP_011545416
OSCAR	XP_011546441
HNF1B	XP_011523463
AC009977.1	
PUM1	
PDE6B	XP_011511776
PDE6B	XP_011511777
PDE6B	XP_011511778
PDE6B	XP_011511775
AC008914.1	
SCAP	XP_005265024
SCAP	XP_005265025
SCAP	XP_005265026
SCAP	XP_011531803
AC013286.1	
AC002310.13	
TCERG1	XP_011535849
AC007325.1	XP_006724995
ZNF45	XP_011525578
ZNF45	XP_011525575
ZNF45	XP_011525576
ZNF45	XP_011525573
ZNF45	XP_011525577
ZNF45	XP_011525571
ZNF45	XP_011525574
ZNF45	XP_011525572
ZNF45	XP_011525569
ZNF45	XP_011525570
TCERG1	
MBOAT7	XP_011545836
OSCAR	XP_011546442
ZNF45	
AL049872.1	
BTN3A2	
GNPDA2	
NCBP3	
AC171558.1	XP_011544517
AC171558.1	XP_011544518
AC171558.1	XP_011544519
AC171558.1	XP_011544520
AC171558.1	XP_011544521
AC171558.1	XP_011544522
AC171558.1	XP_011544523
AC171558.1	XP_011544524
AC171558.1	XP_011544525
AC171558.1	XP_011544526
AC171558.1	XP_011544972
ASCL4	
PLAU	XP_011538168
PEX26	
HNF1B	
TMEM154	
AC104389.1	
AC090154.1	
FAM156A	
TMEM154	XP_011530018
BX248413.1	
CNOT3	XP_011546283
CNOT3	XP_011546284
CNOT3	XP_011546285
CNOT3	XP_011546286
CNOT3	XP_011546287
CNOT3	XP_011546288
AL356135.1	
AC138028.1	
AC092159.1	
PLAU	XP_011538169
BAGE5	
NDUFA4L2	XP_011536875
CNOT3	
MNT	XP_011522169
MNT	XP_011522170
MTA3	XP_005264516
AHSA2	XP_011530849
HNF1B	XP_011523466
HNF1B	XP_011523462
SPIRE2	XP_011521686
NBPF26	XP_011547604
NBPF26	XP_011540830
NBPF26	XP_011540831
BAIAP2L1	
CTD-2369P2.10	
DXO	
RNF213	XP_011523386
RNF213	XP_011523387
RNF213	XP_005257602
RNF213	XP_005257603
RNF213	XP_006722058
AC136352.4	XP_006724963
MTA3	XP_011531308
FAP	
RNF213	
SCAP	XP_011531804
SCAP	XP_005265027
SCAP	XP_005265028
SCAP	XP_005265029
PIRT	
NLRP7	
NDUFA4L2	
HIST1H2BJ	
KIAA1755	
AC136352.4	XP_011544501
AC136352.4	XP_011544502
AC136352.4	XP_011544970
AC136352.4	XP_011544971
MNT	
DLG5	
AC104073.2	
NBPF26	
LNPEP	
STX11	XP_011534515
STX11	XP_011534520
STX11	XP_011534517
STX11	XP_011534518
STX11	XP_011534516
STX11	XP_011534519
SPIRE2	XP_011521681
SPIRE2	XP_011521682
SPIRE2	XP_011521683
SPIRE2	XP_011521684
SPIRE2	XP_011521685
PSEN1	
SLC9A3R2	
AC011295.1	
CCL15	
PPEF1	XP_005274610
SLC6A20	
SPIRE2	
FAM160A2	
AC242988.1	
IGHV4-34	
NPC1	XP_005258334
NPC1	XP_005258335
NPC1	XP_005258336
NPC1	XP_006722542
NPC1	XP_011524317
ZNF565	XP_011524814
ZNF565	XP_011524816
ZNF565	XP_011524815
ZNF565	
TSC22D3	
PPEF1	
AC055733.1	
DES	
AC008810.1	
CCL4	
FAM160A2	XP_011518700
FAM160A2	XP_011518701
FAM160A2	XP_006718406
FAM160A2	XP_011518699
AC016549.1	
TFPT	XP_011546649
ENTPD8	XP_011516968
TNFRSF10C	
AC012314.6	XP_011546925
AC012314.6	XP_011546926
AC012314.6	
NAALADL1	XP_011543008
NAALADL1	XP_011543009
NAALADL1	XP_011543010
RHBDD2	
CHMP2B	
SLC6A20	XP_011532149
ENTPD8	XP_011516969
IGHV6-1	
AL929561.1	
NLRP7	XP_011524898
NLRP7	XP_011524899
NLRP7	XP_011524900
NLRP7	XP_011524902
NLRP7	XP_011524901
ENTPD8	
AC124312.1	
ENTPD8	XP_011516967
PRPF31	XP_006726118
AHSA2	
CNOT3	XP_011546462
CNOT3	XP_011546463
CNOT3	XP_011546464
CNOT3	XP_011546465
CNOT3	XP_011546466
CNOT3	XP_011546467
PRPF31	XP_006726336
AC243790.2	
AC109486.1	
MTA3	
NLRP7	XP_006723138
NLRP7	XP_006723139
AC009065.4	
TEX35	
HIRIP3	
PRPF31	XP_011546908
NPIPA7	XP_011520641
NPIPA7	XP_011520644
NPIPA7	XP_011544992
BTF3	
SESN1	
NLRP7	XP_011524903
MTA3	XP_005264515
MTA3	XP_005264513
SLC6A20	XP_005265293
AC005042.1	
GREM1	
GNPDA2	XP_011511928
UBQLN4	XP_005245404
ZNF695	
ST3GAL2	
RHBDD2	XP_005250568
GNPDA2	XP_005248108
GNPDA2	XP_011511927
TMPPE	
GREM1	XP_006725605
KRT2	
TFPT	XP_011546862
TCAF2	XP_006715991
FAM156A	XP_005262062
FAM156A	XP_006724649
FAM156A	XP_011529083
FAM156A	XP_011529081
LUC7L	
AC012005.4	
CNOT3	XP_011546083
CNOT3	XP_011546084
CNOT3	XP_011546086
CNOT3	XP_011546087
CNOT3	XP_011546088
CNOT3	XP_011546089
TCAF2	
CDY1B	
GSTT2B	XP_011545209
AC009491.2	
DNAJB1	
AC066615.1	
NUP153	XP_006715353
NUP153	XP_005249564
NUP153	XP_011513330
FRMPD2	
TSEN34	XP_011545835
TSEN34	XP_011545834
USP32	XP_011523673
USP32	XP_011523674
USP32	XP_011523675
USP32	XP_011523676
USP32	XP_011523677
USP32	XP_011523678
USP32	XP_011523680
USP32	XP_011523679
TCAF2	XP_006715990
TMEM200B	XP_011539759
AC010412.1	
USP32	XP_011523681
MBOAT7	XP_011546930
FAN1	XP_011547200
FAN1	XP_011547201
FAN1	XP_011547202
FAN1	XP_011545690
FAN1	XP_011545691
FAN1	XP_006725601
FAN1	XP_006725602
FAN1	XP_006725603
CTSZ	
SLC16A9	
MCTS1	
AC091304.2	
USP32	
SLC16A9	XP_011537790
CHM	XP_006724678
CHM	XP_011529141
TCAF2	XP_011514361
TMEM200B	
COTL1	
CENPC	XP_006714127
CENPC	XP_011529843
DNAJB1	XP_006722796
DNAJB1	XP_006722797
DNAJB1	XP_011526260
DNAJB1	XP_011526258
DNAJB1	XP_011526259
AC104981.1	
RRP8	XP_011518257
WEE2	
NUP153	
RRP8	
CHM	
AL596220.1	
ADRB2	
SIRT4	
TSC22D3	XP_005262155
FAM156A	XP_011529086
PLA2G4E	XP_011519539
AC010287.1	
CNTNAP3	XP_006716934
CNTNAP3	XP_011516332
CNTNAP3	XP_005251642
CNTNAP3	XP_006716936
CNTNAP3	XP_006716937
CNTNAP3	XP_006716938
CNTNAP3	XP_011516333
AP000687.1	
ST6GAL2	XP_011510301
ST6GAL2	XP_006712865
ST6GAL2	XP_006712864
AC073333.1	
CHD4	XP_006719021
TSC22D3	XP_011529186
TSC22D3	XP_005262160
TSC22D3	XP_005262156
TSC22D3	XP_006724692
AC087651.2	
MZT2A	
ST6GAL2	
CNTNAP3	XP_006716939
FIBCD1	
VSTM1	XP_011546452
VSTM1	XP_011546454
TSC22D3	XP_005262158
CT47A6	
CENPC	
ST6GAL2	XP_011510304
ST6GAL2	XP_011510303
PCDHA12	
AL590235.1	
SIRT4	XP_005253922
SIRT4	XP_006719371
SIRT4	XP_006719372
PSEN1	XP_005267923
PSEN1	XP_011535276
AL445183.1	
AC105052.2	
CNTNAP3	
OSCAR	XP_011546262
TSC22D3	XP_005262157
TSC22D3	XP_005262159
MEDAG	
CH17-60O17.7	
AL023875.1	
TEX13B	
OR8J3	
SLC22A8	
AC087651.1	
CNTNAP3	XP_011516334
ARMS2	
PSEN1	XP_005267921
PSEN1	XP_011535274
PSEN1	XP_011535273
C1orf56	
SERPINF1	
RP11-111M22.2	
IFT74	
AC063956.1	
