RefSeq Protein ID [e.g. NP_001005353]	Associated Gene Name
NP_776252	KRTCAP3
NP_002112	HLA-DPB1
NP_001078853	ZNF154
	HLA-DPB1
NP_001001331	ATP2B2
NP_001290186	MORC2
NP_001290185	MORC2
NP_001012750	DCTD
	ZNF154
	KRTCAP3
NP_077292	LENG1
	GNAI1
NP_002458	MYC
	ACSF3
	EXOC3L2
NP_612635	EXOC3L2
NP_001229621	SLC14A2
	MORC2
NP_009094	SLC14A2
NP_001912	DCTD
NP_001161836	KRTCAP3
	TEX40
	AP000349.2
	SLC14A2
NP_061753	PCDHB10
NP_653178	CCDC114
	AMT
	AC006449.2
NP_859052	QSOX2
	QSOX2
	PCDHB10
NP_055756	MORC2
NP_001158182	AMT
NP_001073609	CT47A7
	AC024361.1
	AC018902.1
NP_006868	GMPR
NP_065948	HCN3
	CR388407.1
NP_079435	CXorf21
NP_073149	HOXC8
NP_001139554	MBOAT7
NP_077274	MBOAT7
NP_001139443	RDH13
NP_612421	RDH13
NP_001139555	MBOAT7
NP_803875	PKHD1L1
NP_001139528	MBOAT7
	PLCXD1
NP_000741	CHRNB4
	PKHD1L1
	AC073072.1
NP_001243496	CHRNB4
NP_071895	RHBDF1
NP_001273327	RNF217
	CHRNB4
NP_060232	MTMR10
	MTMR10
NP_060860	PLCXD1
	AC145212.2
	AC236040.1
	PFDN6
	RNF217
	RHBDF1
NP_001271245	ACSF3
NP_116126	LMNB2
NP_057367	TAF9
NP_001172110	PFDN6
NP_004687	SLC16A4
	TAF9
NP_789782	CHMP4B
NP_002060	GNAI1
NP_004343	CBLN1
	CR759815.1
	CBLN1
NP_001015891	TAF9
NP_001188475	SLC16A4
NP_057447	GP6
NP_001077368	GP6
NP_006258	RANBP2
NP_000519	MAN2B1
NP_689766	RNF217
	RANBP2
	U51561.1
NP_001243343	GNAI1
NP_001166969	MAN2B1
NP_001167552	NLRP2
NP_001242946	GP6
NP_001188478	SLC16A4
NP_060322	NLRP2
NP_001167553	NLRP2
NP_055075	PFDN6
NP_001252524	PFDN6
NP_001252525	PFDN6
NP_001167554	NLRP2
	PSMB9
NP_001001722	CDY2B
NP_001230208	ACSF3
NP_777577	ACSF3
NP_001120686	ACSF3
	SLC16A4
NP_060052	UBE2Q1
NP_004087	EIF4EBP2
	CDY2B
NP_004445	ETV5
NP_004820	NCR1
NP_001138929	NCR1
	ETV5
NP_001263199	MBD4
NP_000615	SERPINA5
NP_001138930	NCR1
NP_001229285	NCR1
NP_001229286	NCR1
	SLC37A3
	CTD-2369P2.12
NP_944605	MRGPRD
	AC109829.2
NP_001289812	CLSTN1
NP_001009566	CLSTN1
	NCR1
	AL139333.1
NP_055659	TECPR2
NP_001188476	SLC16A4
NP_001013764	DGKK
NP_001188477	SLC16A4
NP_001166102	TECPR2
NP_000472	AMT
NP_055398	LMCD1
	CLSTN1
	NAALADL1
	COX11
NP_060779	TBC1D23
NP_055759	CLSTN1
	AP005242.1
NP_001158275	RBMX
NP_002089	GUCA1B
NP_001265164	LMCD1
NP_036359	GTPBP6
	LMCD1
NP_003916	MBD4
NP_940942	B3GNT8
	TRAPPC12
NP_113649	CRISPLD1
	AL356585.2
NP_001156334	COX11
NP_001284479	APELA
NP_001127934	NOTO
NP_001269401	GOLGA8J
NP_001263201	MBD4
NP_001186127	TBC1D23
NP_057114	TRAPPC12
	APELA
	IGLV3-22
	CRISPLD1
NP_620686	ADAMTS15
NP_002018	FNTA
NP_001032821	DEFB128
	MBD4
NP_008831	IFNA13
NP_054730	SOCS5
NP_036588	TIMM10
NP_001265162	LMCD1
NP_848545	MARCH3
NP_001263200	MBD4
	PSMG4
	TIMM10
NP_853647	KRTAP20-2
NP_659198	SOCS5
NP_057382	FBXO40
	KCMF1
	IFNA13
	AP000349.1
	RBMX
NP_004366	COX11
NP_001156333	COX11
	MARCH3
NP_001265163	LMCD1
NP_653227	TMEM125
NP_951060	CNNM3
	PRKCE
NP_079390	CEP290
NP_543021	DEFB129
	TMEM125
	IFITM10
NP_001158184	AMT
	TRGC1
NP_001158183	AMT
	FNTA
	NEU1
NP_078804	NKAP
NP_001291467	FAM98A
NP_056290	FAM98A
NP_001020461	DPPA5
NP_001191102	C8orf44-SGK3
NP_060093	CNNM3
NP_001263202	MBD4
	PRDM9
	TRIM39
NP_795371	TAS2R50
	DHX16
NP_001273707	CRISPLD1
	FAM98A
NP_775743	FANCD2OS
NP_001191149	ZNF670
NP_149990	ZNF670
	AC108938.5
NP_001157871	CCDC175
NP_001164291	IFITM10
	FANCD2OS
NP_078838	TANGO6
	MAN2B1
NP_001012	RPS17
NP_001273706	CRISPLD1
NP_115989	CCDC54
NP_001034216	ZNF718
NP_079534	VWA7
NP_001122063	PSMG4
NP_115913	KRTAP4-4
NP_001297143	PRDM9
NP_064612	PRDM9
NP_001158311	FANCD2OS
NP_002643	PIP
	NLRP2
NP_115671	SLC37A3
	CCDC175
NP_064507	KCMF1
	TANGO6
	DKKL1
	ACKR2
	TRGV2
NP_001287	ACKR2
NP_001004490	OR2AG2
	RPS17
NP_003807	ADAM9
NP_996554	OSCAR
NP_001269278	OSCAR
NP_573398	OSCAR
NP_001269279	OSCAR
NP_001122064	PSMG4
	LYRM9
NP_631915	NLRP7
NP_001120727	NLRP7
NP_003976	TNK1
NP_996611	NLRP7
NP_001276859	ZNF718
NP_001276860	ZNF718
NP_112145	OR2H1
NP_001073611	CT47A5
	OR2H1
NP_005079	AKAP17A
NP_001129222	PSMG4
	FRMPD3
NP_570127	OSCAR
NP_573399	OSCAR
NP_001184231	DKKL1
	ZNF714
	AKAP17A
NP_819056	OTOP1
NP_002130	RBMX
NP_001161337	NSMCE4A
NP_060085	NSMCE4A
NP_001070148	LYRM9
	CT47A5
NP_001238831	TNK1
NP_803431	FTMT
NP_001094077	SERPINA10
NP_057270	SERPINA10
NP_115804	FRMPD3
	OSCAR
	TNK1
NP_001185883	RNF103-CHMP3
	SERPINA10
	RNF103-CHMP3
	AL356289.1
	ZFP69B
NP_003578	DHX16
	GAL3ST4
NP_001129158	TARM1
	TRGC2
	PRSS1
NP_001291407	FGF17
NP_872321	ZNF714
NP_001277190	ZNF337
NP_037474	TFPT
NP_001138397	MX1
	AQP2
	MYDGF
	MX1
NP_001229409	AC011043.1
NP_055034	KIR2DL2
NP_004065	COX8A
NP_071434	MOAP1
NP_002453	MX1
	AC118758.1
NP_002760	PRSS1
NP_001013597	AWAT1
NP_870996	VCY1B
NP_056470	ZNF337
	ARHGAP42
NP_078913	GAL3ST4
	BX004987.4
	MOAP1
NP_005989	CCT3
NP_001155102	KDM4E
NP_000477	AQP2
NP_075558	ZFP69B
	AC233755.2
NP_073210	DGCR14
	WDR97
	AC004824.2
	AC004953.1
NP_001116700	TMEM14EP
NP_055234	DKKL1
	AP006285.1
NP_001167579	ZBED6
NP_001073861	KIAA1147
	CTD-2583A14.9
NP_079429	ATP10B
NP_001008800	CCT3
NP_848509	PAQR7
NP_003858	FGF17
	KIAA1147
	AC145212.4
NP_001274427	SLC37A3
	RP11-178L8.4
	LIMS3L
	DGCR14
NP_958845	TCEA1
	ATP10B
	TSPAN11
NP_001288	CNGB1
NP_001184230	DKKL1
	SIAH1
	AL022578.1
NP_689645	ARHGAP42
NP_001273059	CNGB1
	AL591806.1
	CNGB1
NP_001171517	MX1
NP_000604	HPX
NP_055670	AP5Z1
NP_001269849	MX1
NP_001314	CST6
NP_996996	SLC37A3
	AC171558.2
	VSIG10L
NP_001303238	WDR97
NP_005391	PRKCE
NP_001001791	C10orf55
NP_940883	VSTM1
NP_001275721	VSTM1
	HIST1H2AC
NP_061980	MYDGF
NP_001275720	VSTM1
NP_001192217	LIMS3L
NP_001258736	TREML1
NP_000425	NEU1
	CCT3
NP_003503	HIST1H2AC
	AL354822.1
NP_001006611	SIAH1
NP_004064	PLK3
NP_001275722	VSTM1
	VSTM1
NP_001010979	C1orf189
	DAMA-236L13.20
	AC129492.1
	AC009060.3
	AL513523.1
NP_005314	HIST1H1T
	PWWP2A
NP_006052	CRISP3
NP_001129111	CNGB1
NP_001013716	SRRD
	AJ239318.1
	CRISP3
NP_000628	GSR
NP_055107	CBX6
NP_055416	EHD2
NP_001291366	UBE3D
NP_944602	UBE3D
NP_079044	EFCC1
NP_006747	TCEA1
	CU104787.1
NP_037412	FLRT1
	RPL15
NP_001034749	IL18BP
	AC006026.2
NP_076980	TSEN34
NP_001070914	TSEN34
	AL513523.2
NP_003022	SIAH1
NP_004604	TGM2
NP_543154	ITLN2
NP_060102	CDKN2AIP
	KIR2DL2
	NSMCE4A
	SRRD
NP_001158166	IYD
	EHD2
NP_004533	NDUFA3
NP_001290423	CBX6
NP_835468	TREML1
NP_001157394	VSIG10L
NP_001177915	CRISP3
NP_443159	PWWP2A
	CR753845.1
NP_001269262	TSEN34
NP_981932	IYD
NP_001269261	TSEN34
NP_076942	AUNIP
NP_005690	IL18BP
	CDKN2AIP
	AC104057.1
NP_001240312	RPL15
NP_001240311	RPL15
NP_001258737	TREML1
	AC090498.1
	UBE3D
	RP11-723O4.6
NP_001253964	PWWP2A
NP_001034748	IL18BP
NP_001274419	AUNIP
NP_002110	HLA-DOA
	AC234582.2
	ZNF582
	TCEA1
	IYD
NP_001124336	PWWP2A
	CHRNA3
NP_001158167	IYD
NP_001257326	G6PC
	AC016753.2
NP_003786	SNX3
	AC233755.1
NP_690866	TIPRL
	HLA-DOA
	AC079907.1
	PRPF31
NP_001160166	CHRNA3
	IL18BP
NP_690040	SNX3
	AC022210.1
	FP325317.1
NP_001026970	TIPRL
NP_658983	RBM11
NP_852114	CD300E
NP_694993	CNEP1R1
NP_001182033	GSR
	SNX3
NP_001182032	GSR
NP_056212	DCAF12
NP_005459	NAALADL1
	CD300E
NP_001182031	GSR
	SCAP
	CNEP1R1
NP_001287858	SNX3
NP_001073978	TSPAN11
NP_056444	PRPF31
	NPC1
NP_001106995	PARP15
	DCAF12
	GSR
NP_001240309	RPL15
NP_001230944	PIANP
	AC011043.2
NP_001295249	PARP15
NP_653291	ZNF582
NP_000142	G6PC
NP_000734	CHRNA3
	G6PC
NP_001138527	IL18BP
NP_001216	CASP4
	AC026248.1
	AC079355.1
	MST1
NP_057373	CAB39
NP_055456	MDC1
NP_710152	PIANP
NP_001010857	LELP1
NP_001124322	CAB39
	AC019206.1
	AC007163.2
	TGM2
	CR847794.1
	MDC1
NP_766630	IL18BP
NP_001138529	IL18BP
NP_001124321	CAB39
NP_766632	IL18BP
NP_001230943	PIANP
	TCEAL2
NP_003604	CILP
	AC016142.1
NP_079011	FBXO31
NP_002939	RPL15
NP_001240308	RPL15
NP_006496	PVR
NP_001004	AC012314.3
	PIANP
NP_001129241	PVR
	AC104650.2
	AC012314.3
	FBXO31
NP_525129	TCEAL2
NP_001186492	BVES
NP_001129240	PVR
	AP000769.1
NP_001268718	CNEP1R1
NP_001240313	RPL15
NP_150649	CASP4
NP_689828	PARP15
	CASP4
NP_001295250	PARP15
	AC055866.1
	XPNPEP2
NP_009004	BVES
	PVR
	HPX
NP_005501	DXO
NP_001138604	C5orf52
	AC087762.1
	AL592183.1
NP_001129242	PVR
NP_065912	ZBTB2
NP_001009606	HS3ST6
NP_671488	BVES
	AC007325.2
NP_002446	MTX1
	AC104389.2
	CR392000.1
NP_942584	MTX1
NP_001009931	HRNR
NP_001919	CFD
NP_612641	HDGFL1
	KIAA1257
	PLAU
	CFD
	CAB39
NP_001004742	OR5M3
NP_055518	VPRBP
NP_115800	MSANTD4
NP_067041	INIP
	AC104581.1
	CH507-9B2.4
	AC107081.1
NP_054786	MACROD1
NP_002245	KIF3C
	TRIM49B
	MSANTD4
NP_001165375	VPRBP
	CH17-60O17.5
NP_001269612	FBXO31
	DAXX
NP_742013	TRIM39
	AC073657.1
NP_065792	KIAA1257
	AL137860.1
	AL133475.1
NP_997205	C2CD4A
NP_001193555	TRIM49B
	MTX1
	KIF3C
NP_008844	RNF5
	AC069499.1
	AC008522.1
	INIP
	AC091180.1
	VPRBP
NP_789793	S100A7A
	AC240274.1
	ENTPD4
	S100A7A
NP_001138775	TMC4
NP_653287	TMC4
NP_001186048	TRIM39
	AC064829.1
NP_067076	TRIM39
	AL158839.1
NP_001137414	RBM24
	AC109344.1
NP_001135442	DAXX
NP_001135441	DAXX
NP_001341	DAXX
NP_005643	TERF2
	RBM24
	AC108925.1
	TERF2
	AC136616.1
NP_005738	CELA3A
NP_689850	METTL7B
NP_066278	MST1
NP_859422	COG5
	CELA3A
NP_001137413	RBM24
NP_006697	TCERG1
NP_001138763	PDE6B
	METTL7B
NP_002687	POLR2G
NP_001107590	NCBP3
NP_694565	RBM24
NP_000449	HNF1B
	AC009977.1
	PUM1
NP_000274	PDE6B
	AC008914.1
NP_036367	SCAP
	AC013286.1
NP_003390	XPNPEP2
	AC002310.13
NP_001035095	TCERG1
	AC007325.1
	POLR2G
NP_003416	ZNF45
NP_006339	COG5
	TCERG1
	ZNF45
	AL049872.1
	BTN3A2
	GNPDA2
	NCBP3
	AC171558.1
	PDE6B
NP_982260	ASCL4
NP_002649	PLAU
NP_060399	PEX26
NP_001159395	HNF1B
NP_689893	TMEM154
	AC104389.1
NP_001154992	COG5
	AC090154.1
	FAM156A
	TMEM154
	BX248413.1
NP_055331	CNOT3
	AL356135.1
	AC138028.1
	AC092159.1
NP_001138503	PLAU
NP_872290	BAGE5
NP_859055	BAGE5
NP_064527	NDUFA4L2
	CNOT3
NP_064706	MNT
NP_001269684	MTA3
NP_689605	AHSA2
	HNF1B
	SPIRE2
NP_001291215	HNF1B
	NBPF26
NP_061330	BAIAP2L1
NP_001241646	DAXX
	CTD-2369P2.10
	DXO
	RNF213
NP_001138764	PDE6B
	AC136352.4
NP_001269685	MTA3
	FAP
NP_001243000	RNF213
NP_001121121	PEX26
NP_001094857	PIRT
	NDUFA4L2
	HIST1H2BJ
NP_001025035	KIAA1755
	MNT
	PEX26
	COG5
NP_066005	RNF213
	DLG5
	AC104073.2
NP_005566	LNPEP
NP_066402	HIST1H2BJ
NP_001186248	PEX26
NP_003755	STX11
	KIAA1755
NP_115827	SPIRE2
	PSEN1
	SLC9A3R2
	AC011295.1
	CCL15
NP_689410	PPEF1
NP_006231	PPEF1
NP_071800	SLC6A20
NP_001092264	FAM160A2
	AC242988.1
NP_055491	PUM1
	IGHV4-34
NP_000262	NPC1
NP_001035939	ZNF565
NP_787116	LNPEP
	ZNF565
	LENG1
NP_001015881	TSC22D3
	PPEF1
	AC055733.1
NP_001918	DES
	NLRP7
	AC008810.1
NP_002975	CCL4
	CCL4
NP_115503	FAM160A2
	AC016549.1
NP_940987	ENTPD8
	FAM160A2
	TNFRSF10C
NP_001004	AC012314.6
NP_689690	ZNF565
	AC012314.6
NP_001035546	RHBDD2
NP_001231573	CHMP2B
NP_064593	SLC6A20
NP_689412	PPEF1
	ENTPD8
NP_001257809	GNPDA2
	IGHV6-1
	AL929561.1
NP_001018494	PUM1
	AC124312.1
NP_001028285	ENTPD8
	AHSA2
	SLC6A20
NP_116741	CCL15
	AC243790.2
	AC109486.1
	RHBDD2
NP_065795	MTA3
	AC009065.4
NP_115502	TEX35
NP_003600	HIRIP3
NP_054762	CHMP2B
NP_001269436	NPIPA7
	MTA3
NP_612208	GNPDA2
	CHMP2B
NP_001198	BTF3
NP_001164194	TEX35
NP_055269	SESN1
	AC005042.1
NP_001178251	GREM1
NP_037504	GREM1
NP_001257810	GNPDA2
NP_001291271	UBQLN4
NP_064516	UBQLN4
	ZNF695
	ST3GAL2
NP_001035547	RHBDD2
	TEX35
NP_001129710	TMPPE
NP_001178252	GREM1
NP_000414	KRT2
NP_001123497	TCAF2
	LUC7L
NP_001034859	TMPPE
NP_004080	TSC22D3
	AC012005.4
	TCAF2
NP_001003895	CDY1B
NP_001074312	GSTT2B
	AC009491.2
NP_775949	TCAF2
NP_001186863	SESN1
NP_008858	ST3GAL2
NP_006136	DNAJB1
NP_001184252	HIRIP3
	AC066615.1
NP_005115	NUP153
	FRMPD2
NP_001003894	CDY1B
NP_001186862	SESN1
NP_115971	USP32
NP_001003682	TMEM200B
	AC010412.1
	USP32
NP_001164195	TEX35
NP_001164193	TEX35
NP_055782	FAN1
NP_001327	CTSZ
NP_919274	SLC16A9
NP_054779	MCTS1
	AC091304.2
NP_001032726	BTF3
NP_003832	TNFRSF10C
	SLC16A9
NP_000381	CHM
NP_001191150	ZNF695
NP_001123498	TCAF2
NP_001165339	TMEM200B
NP_066972	COTL1
NP_001803	CENPC
	BTF3
NP_001131026	MCTS1
NP_001300893	DNAJB1
NP_001287843	DNAJB1
	AC104981.1
	COTL1
NP_056139	RRP8
NP_001099028	WEE2
	DNAJB1
NP_065127	ZNF695
NP_001265139	NUP153
	WEE2
	RRP8
NP_001138886	CHM
	AL596220.1
NP_001265138	NUP153
NP_000015	ADRB2
	SIRT4
	TSC22D3
NP_001229420	FAM156A
NP_001193599	PLA2G4E
	AC010287.1
NP_387504	CNTNAP3
	AP000687.1
NP_115917	ST6GAL2
	AC073333.1
	CHD4
NP_004892	ENTPD4
NP_932174	TSC22D3
	AC087651.2
	MZT2A
NP_001135823	ST6GAL2
	CNTNAP3
	FIBCD1
	ST6GAL2
NP_001122402	ENTPD4
NP_001073610	CT47A6
	CENPC
NP_001135824	ST6GAL2
NP_114070	PCDHA12
	AL590235.1
NP_036372	SIRT4
NP_015557	PSEN1
	AL445183.1
	AC105052.2
	CT47A6
NP_116238	MEDAG
	CH17-60O17.7
	MEDAG
	AL023875.1
NP_112563	TEX13B
NP_001004064	OR8J3
NP_001171661	SLC22A8
NP_004245	SLC22A8
	AC087651.1
NP_001093137	ARMS2
NP_000012	PSEN1
NP_060330	C1orf56
NP_002606	SERPINF1
NP_001292154	RP11-111M22.2
	SERPINF1
	IFT74
NP_001171662	SLC22A8
	AC063956.1
NP_116232	FIBCD1
NP_001269385	RP11-111M22.2
	RP11-111M22.2
NP_115636	RGPD5
NP_115662	MED10
NP_776185	C3orf38
NP_689571	IZUMO2
NP_001265857	SURF2
NP_059973	SURF2
	RGPD5
NP_001034930	AC243687.1
NP_003085	SNRPE
	C3orf38
NP_001078834	MZT2A
NP_150646	ADRA1A
NP_001171665	SLC22A8
	SNRPE
	IZUMO2
	SLC22A8
	ADRA1A
NP_150645	ADRA1A
NP_003349	UGCG
NP_058640	TAS2R4
	CH17-140K24.5
NP_001284482	CHD4
	CTD-2006C1.13
NP_001138578	FIBCD1
NP_001614	AIF1
	CR933783.1
NP_150647	ADRA1A
	AC004158.1
	RP11-125O5.2
NP_000671	ADRA1A
	CNTNAP3B
	AC007557.5
NP_003586	TPST2
NP_033720	AOC2
NP_002962	SATB1
	CCDC102B
	AC234582.1
NP_001008566	TPST2
	AC241585.2
NP_001149	AOC2
	TPST2
	KIDINS220
NP_005243	FOS
NP_001129711	PRDM6
	FOS
NP_001229424	FAM156A
NP_001229426	FAM156A
	AC005477.1
NP_001017361	KHDC3L
	AL358852.1
NP_000276	PEPD
NP_001254513	UBOX5
NP_055763	UBOX5
NP_001182399	SATB1
	AL645922.1
	FO538757.2
NP_955447	UBOX5
NP_005045	RGPD5
NP_001188309	CNTNAP3B
	UBOX5
NP_001018081	FRMPD2
NP_004838	AIF1
	PRDM6
NP_001124482	SATB1
NP_002862	RABIF
	CCHCR1
NP_001293005	CCDC18
	CD151
	AC008686.1
NP_001182054	C16orf95
	SATB1
NP_005284	GPR20
NP_008961	TPPP
NP_001159528	PEPD
NP_116573	AIF1
NP_001500	GPX5
	AC012363.2
NP_996769	CCDC18
NP_001264	CHD4
NP_001071165	TSPY3
	AC007906.1
NP_003987	GPX5
NP_001159529	PEPD
NP_060059	BTG4
NP_001182053	C16orf95
NP_001182500	PRR9
	AC087392.1
	CCDC18
	PEPD
NP_001243846	C16orf95
	AL360294.1
	AL162426.1
	BTG4
	CTGLF11P
NP_061726	PCDHA12
NP_057625	GNG13
NP_001844	COL9A3
	AC016577.1
NP_001177384	CHRNA7
NP_689744	XXYLT1
	TSPY3
	AC009491.1
NP_001244119	POM121
	AC005480.1
	CTD-2561J22.3
NP_000737	CHRNA7
NP_056993	NBAS
	XXYLT1
	NBAS
	COL9A3
	POM121
NP_001294998	XXYLT1
	CHRNA7
	AL138706.2
NP_742017	POM121
NP_079379	IFT74
NP_079057	CCDC102B
NP_001229421	FAM156A
NP_001229423	FAM156A
NP_001229425	FAM156A
NP_001229418	FAM156A
NP_001229422	FAM156A
NP_001229419	FAM156A
NP_054857	FAM156A
	LVRN
NP_001092694	IFT74
NP_001032817	DEFB110
	DENND4C
	AP000866.1
NP_036590	TIMM13
	TIMM13
NP_060395	DENND4C
NP_002858	RAB3B
NP_001032586	DEFB110
	AC136616.2
NP_001092692	IFT74
	AC010655.1
NP_001273683	SYNPO2
NP_001087198	CCDC102B
	LHX2
NP_001092693	IFT74
	AC141272.1
NP_004388	DDX6
	TECRL
NP_110380	WNT3
	AC018512.1
NP_113660	TRPT1
	CSNK2B
NP_620598	CD151
NP_004348	CD151
NP_005054	SCD
NP_620599	CD151
NP_001034579	CD151
	TRPT1
	AC231657.1
	AC017028.10
NP_113619	COG3
	FAM200B
	DDX6
NP_001014442	C1QTNF9B-AS1
NP_060834	RSBN1
NP_597734	SYNPO2
NP_001010874	TECRL
	COG3
	AC009060.2
	ZNF619
	AL133335.1
NP_008978	BTN3A2
NP_001184176	BTN3A2
NP_001184175	BTN3A2
NP_065789	KIDINS220
	AQP8
	AC008074.1
	RSBN1
NP_001244120	DDX6
NP_061877	ANKIB1
NP_001244291	BX072566.1
	ANKIB1
	ATG4C
	AC105009.1
	AP006285.2
	AC100821.2
NP_001123484	SLC9A3R2
NP_001122405	SYNPO2
	TTK
	BX072566.1
NP_001157711	DHX16
NP_004776	SLC9A3R2
NP_004780	LHX2
NP_001122406	SYNPO2
NP_001277185	KHNYN
	SYNPO2
